date,room_type,season,available_rooms,booked_rooms,cancelled_bookings,occupancy_rate,avg_daily_rate,revenue,booking_window,day_type
2025-01-22,suite,low,20,13,0,0.6591273850355387,253.97865615262526,3069.3593568230135,1,weekday
2025-01-23,standard,low,80,40,2,0.5291733530199415,86.81581044161885,2642.1032413321586,7,weekday
2025-01-23,deluxe,low,40,19,1,0.5209155944656884,131.6655004164919,2519.273819568858,30,weekday
2025-01-23,suite,low,20,8,0,0.4448619395517418,219.5731252766524,1944.0868055436292,7,weekday
2025-01-24,standard,low,80,44,1,0.5731592640783104,89.71625257784899,4016.0092184920068,7,weekday
2025-01-24,deluxe,low,40,27,2,0.7289230172194803,148.29486547228518,4391.5704232239505,7,weekday
2025-01-24,suite,low,20,11,0,0.5906418732834522,243.60739662876117,1972.7521493174033,1,weekday
2025-01-25,standard,low,80,59,3,0.7823441837631137,85.39559210958905,6269.167745637289,14,weekend
2025-01-25,deluxe,low,40,25,0,0.6480490493574346,130.47583999407138,3234.7173773270065,30,weekend
2025-01-25,suite,low,20,13,0,0.6733194028178175,242.51851894291693,3326.109130454353,3,weekend
2025-01-26,standard,low,80,55,4,0.7436004782748629,87.74991877185124,5191.143369001704,7,weekend
2025-01-26,deluxe,low,40,27,0,0.6941872264807789,139.99293025579553,3465.9058131184465,7,weekend
2025-01-26,suite,low,20,10,0,0.5064738160160199,213.1575631261962,2199.9927857570633,14,weekend
2025-01-27,standard,low,80,57,1,0.7267779053411328,90.00146105824146,4918.42756340258,3,weekday
2025-01-27,deluxe,low,40,15,0,0.37547056674294016,124.03432446581182,1947.3776979692232,14,weekday
2025-01-27,suite,low,20,13,0,0.691342587812603,257.57254561704394,2968.5534786792296,3,weekday
2025-01-28,standard,low,80,39,1,0.5112627333521522,87.28917774119358,3854.47994717772,3,weekday
2025-01-28,deluxe,low,40,22,1,0.577959126373256,145.70044875989913,2706.6900131902944,14,weekday
2025-01-28,suite,low,20,9,0,0.46568066533486074,200.08560451219108,1952.8371946704692,7,weekday
2025-01-29,standard,low,80,46,1,0.5974396413192343,82.72860124826445,3833.213129650298,14,weekday
2025-01-29,deluxe,low,40,27,0,0.6822661247910843,140.46774408501042,4222.3669009383675,3,weekday
2025-01-29,suite,low,20,10,0,0.5471436004865425,215.46984757143954,1940.5353152084815,3,weekday
2025-01-30,standard,low,80,58,3,0.7724560059764832,94.11677829375712,4718.3042454208135,3,weekday
2025-01-30,deluxe,low,40,24,1,0.6403233610512281,130.14534175724754,2720.36455285536,1,weekday
2025-01-30,suite,low,20,11,0,0.5558895175274176,236.5700295463357,2161.2999314343588,14,weekday
2025-01-31,standard,low,80,59,2,0.7676601036661654,98.61395945860755,6142.135060430176,30,weekday
2025-01-31,deluxe,low,40,23,0,0.5752573354618222,143.46065556681089,3425.517942382643,14,weekday
2025-01-31,suite,low,20,10,0,0.5079984633819653,216.52515053907229,2259.366822158624,14,weekday
2025-02-01,standard,low,80,77,3,1.0,95.8475018592886,6264.267137997462,14,weekend
2025-02-01,deluxe,low,40,22,0,0.5516363918004521,131.74280091416676,3258.9267274962212,14,weekend
2025-02-01,suite,low,20,8,0,0.4195871640219784,193.12105694732287,1810.0280432328584,30,weekend
2025-02-02,standard,low,80,73,5,0.9804861630342923,101.40218417004283,6892.306270447251,14,weekend
2025-02-02,deluxe,low,40,27,0,0.688028603766813,147.77959996116297,4189.748431339493,7,weekend
2025-02-02,suite,low,20,14,0,0.7051285139461527,241.46678345348994,3155.242633065508,3,weekend
2025-02-03,standard,low,80,56,3,0.7497313892135854,93.64084629514691,6720.143277501678,7,weekday
2025-02-03,deluxe,low,40,19,1,0.5040925296095895,122.22896173802377,2550.300212126006,7,weekday
2025-02-03,suite,low,20,9,0,0.4526579391612171,214.9541907099345,2145.196595723384,7,weekday
2025-02-04,standard,low,80,57,3,0.7619236478060473,93.46787119180678,6600.864226480691,7,weekday
2025-02-04,deluxe,low,40,22,1,0.5851472900199636,137.00370055143367,3508.7787597018314,1,weekday
2025-02-04,suite,low,20,6,0,0.3280120879232004,214.1226491199292,1089.692871704655,1,weekday
2025-02-05,standard,low,80,39,1,0.5108259125137805,79.17650500350094,3860.945348352491,3,weekday
2025-02-05,deluxe,low,40,21,1,0.5536893223265207,124.41733794620093,2522.2574794816956,7,weekday
2025-02-05,suite,low,20,10,0,0.5367427914295755,221.8922728726008,1850.6284054013443,7,weekday
2025-02-06,standard,low,80,74,2,0.9575103312760835,102.19736963730996,6911.848448540309,14,weekday
2025-02-06,deluxe,low,40,20,1,0.525981016716077,130.3691673906185,3195.606288860929,1,weekday
2025-02-06,suite,low,20,5,0,0.2684457012959976,201.44140794221875,794.5586866017716,3,weekday
2025-02-07,standard,low,80,48,1,0.6139329256650977,89.21149400451455,5098.9004862977645,3,weekday
2025-02-07,deluxe,low,40,24,1,0.6483367784147701,134.23143220344005,2630.9816948389766,3,weekday
2025-02-07,suite,low,20,10,0,0.5111843413975802,217.50570524047072,2553.298322135263,14,weekday
2025-02-08,standard,low,80,59,1,0.7608980165118909,94.98684722034781,5878.382361881939,1,weekend
2025-02-08,deluxe,low,40,24,1,0.6344215456547759,135.90664657254456,2572.6502119235047,3,weekend
2025-02-08,suite,low,20,9,0,0.4686367668549008,222.52616268964894,2066.127288976909,7,weekend
2025-02-09,standard,low,80,68,5,0.9131646905075487,100.28881573901049,6973.3900439898025,7,weekend
2025-02-09,deluxe,low,40,29,1,0.7529861810245552,149.36277556572836,4442.536563384761,3,weekend
2025-02-09,suite,low,20,12,0,0.644078407868756,241.17264764475027,2469.3496160472655,3,weekend
2025-02-10,standard,low,80,59,1,0.7533702145936826,85.3514358835454,5229.129390384441,1,weekday
2025-02-10,deluxe,low,40,28,0,0.7089613439637179,134.33330232551432,3039.3953071250608,30,weekday
2025-02-10,suite,low,20,8,0,0.4093116665875016,208.3161415418694,1513.6622972908226,7,weekday
2025-02-11,standard,low,80,41,2,0.5400044048017809,78.1226158751577,4467.765974142334,3,weekday
2025-02-11,deluxe,low,40,26,0,0.6592746831238127,143.62486008767408,3411.810343486691,3,weekday
2025-02-11,suite,low,20,9,0,0.4907173492051672,218.3898166996155,2487.5868657043416,14,weekday
2025-02-12,standard,low,80,47,3,0.6316671852688256,93.56981912489134,4807.969151017659,7,weekday
2025-02-12,deluxe,low,40,16,1,0.44976062140862205,125.59751118072221,2196.651868599596,1,weekday
2025-02-12,suite,low,20,10,0,0.5199404131488589,207.94334658983826,2339.546311316844,7,weekday
2025-02-13,standard,low,80,59,1,0.759357358064293,94.16762606361641,5728.9734274490875,30,weekday
2025-02-13,deluxe,low,40,25,1,0.6685993007546924,134.85187971603398,3351.294167213249,3,weekday
2025-02-13,suite,low,20,11,0,0.5623422422874631,229.28650452829595,2347.262299434225,14,weekday
2025-02-14,standard,low,80,48,1,0.6215798103993639,84.59914240529493,3946.932733435544,14,weekday
2025-02-14,deluxe,low,40,22,0,0.5645410559896001,136.770029095339,3410.467578442497,7,weekday
2025-02-14,suite,low,20,10,0,0.511909729816126,233.29236846144752,2151.9045130619747,3,weekday
2025-02-15,standard,low,80,75,5,1.0,102.21798991439691,9337.672191597047,30,weekend
2025-02-15,deluxe,low,40,39,1,1.0,165.60140982350376,5485.675292299577,3,weekend
2025-02-15,suite,low,20,7,0,0.3669695106193569,219.49548082270996,1306.377455545551,7,weekend
2025-02-16,standard,low,80,76,4,1.0,103.14404462309797,8034.6689068590085,3,weekend
2025-02-16,deluxe,low,40,33,1,0.8673509110510886,154.60295764022396,4676.799494785341,3,weekend
2025-02-16,suite,low,20,10,0,0.5373086725960462,238.0039266248612,2887.1676494619337,30,weekend
2025-02-17,standard,low,80,48,3,0.6382766388410772,87.4489707477769,3243.1887039240337,3,weekday
2025-02-17,deluxe,low,40,28,1,0.7279922555989154,159.4566008118363,4656.233941409327,1,weekday
2025-02-17,suite,low,20,10,0,0.5077463020723973,205.85000036539668,1832.8070801702818,7,weekday
2025-02-18,standard,low,80,50,3,0.6664064847389479,95.16574272154065,4746.5654078090165,1,weekday
2025-02-18,deluxe,low,40,27,2,0.7298465545447758,152.36032593706352,5253.25676704171,3,weekday
2025-02-18,suite,low,20,10,0,0.5277429936050342,219.70986215720683,2467.500661972044,14,weekday
2025-02-19,standard,low,80,58,3,0.7650114032820516,92.05207503627106,5456.516455773673,14,weekday
2025-02-19,deluxe,low,40,26,1,0.6951015703305113,139.90784062436288,3741.875262246207,7,weekday
2025-02-19,suite,low,20,9,0,0.48465967956314127,214.58951711785164,1994.792594096657,7,weekday
2025-02-20,standard,low,80,58,3,0.771427827782058,99.3383488525927,5375.796823617201,30,weekday
2025-02-20,deluxe,low,40,25,0,0.6288936995914562,147.82151165614505,2851.1885759036927,7,weekday
2025-02-20,suite,low,20,6,0,0.30529549447574567,198.44833589650815,1470.298089945845,3,weekday
2025-02-21,standard,low,80,53,2,0.6976452349326069,83.69491567510016,2972.8009417347644,30,weekday
2025-02-21,deluxe,low,40,26,0,0.6538627171319773,138.73793947800226,2914.4419291407908,7,weekday
2025-02-21,suite,low,20,11,0,0.578413928105953,250.6636454665101,2314.7183751305492,30,weekday
2025-02-22,standard,low,80,54,4,0.7267525913787084,88.11649210665301,3865.01233703724,3,weekend
2025-02-22,deluxe,low,40,37,3,1.0,171.2277147514551,6769.4843408657935,3,weekend
2025-02-22,suite,low,20,13,0,0.6929051428369902,250.3882730146732,3351.0004119608816,1,weekend
2025-02-23,standard,low,80,78,2,1.0,101.29443079176292,10035.340863443902,1,weekend
2025-02-23,deluxe,low,40,29,1,0.756387766342052,140.69820761091273,3807.1671601788066,14,weekend
2025-02-23,suite,low,20,8,0,0.4118487509814341,190.94110407120633,1701.7621293649931,7,weekend
2025-02-24,standard,low,80,60,3,0.7977556311513884,95.9941005424065,5756.533630047378,1,weekday
2025-02-24,deluxe,low,40,18,1,0.49157728515041954,130.69751649339182,1632.061169950307,1,weekday
2025-02-24,suite,low,20,8,0,0.4380684535357167,204.32320913873883,2075.356569339552,1,weekday
2025-02-25,standard,low,80,64,1,0.8197497933215879,100.94541182578024,7356.5466247822615,1,weekday
2025-02-25,deluxe,low,40,23,1,0.6152418459959575,134.78377493259845,3588.0730589669356,14,weekday
2025-02-25,suite,low,20,8,0,0.41613329994468073,231.75746519157576,1662.3904154189847,14,weekday
2025-02-26,standard,low,80,67,2,0.8639862823791338,98.262984688049,6267.263233567724,3,weekday
2025-02-26,deluxe,low,40,27,0,0.6848662786829005,144.26126488756987,5146.693010205592,14,weekday
2025-02-26,suite,low,20,15,1,0.8052341468969008,265.09046775680525,4342.291990680784,7,weekday
2025-02-27,standard,low,80,43,1,0.5558763016011693,84.27895496727723,3975.810297191938,7,weekday
2025-02-27,deluxe,low,40,21,1,0.5601289744996666,144.9209739723592,3145.802948309615,1,weekday
2025-02-27,suite,low,20,11,0,0.5648689733187554,226.66380417872668,2823.7864889672505,14,weekday
2025-02-28,standard,low,80,62,3,0.8211668938131516,89.11044227509427,5006.4266493342975,7,weekday
2025-02-28,deluxe,low,40,25,0,0.6493739275043168,141.4850648838923,4159.340277276562,3,weekday
2025-02-28,suite,low,20,10,0,0.5245104498917099,219.15862173275855,2072.4381315614346,7,weekday
2025-03-01,standard,low,80,60,3,0.7926723663337693,92.17746877877337,5818.106783386013,3,weekend
2025-03-01,deluxe,low,40,31,0,0.7952942039153591,156.13371328234828,5563.456508175083,7,weekend
2025-03-01,suite,low,20,11,0,0.5807366103697054,226.82205909031467,2364.330719776469,14,weekend
2025-03-02,standard,low,80,69,4,0.9222906819155517,108.57694466618986,7200.705032980699,14,weekend
2025-03-02,deluxe,low,40,30,1,0.7753313873488037,156.23800871510795,4630.390771594176,30,weekend
2025-03-02,suite,low,20,12,0,0.6090507524672176,212.41449179581954,2899.328200762505,30,weekend
2025-03-03,standard,low,80,57,2,0.7461090514477577,96.24596573644243,4630.278332500055,7,weekday
2025-03-03,deluxe,low,40,27,1,0.7049733605758032,139.14072096428387,3649.3461348301435,7,weekday
2025-03-03,suite,low,20,9,0,0.49836610374081214,246.22189713140818,2196.8446113360214,7,weekday
2025-03-04,standard,low,80,52,3,0.6925658713454569,93.4457794086124,5324.736347996799,7,weekday
2025-03-04,deluxe,low,40,19,0,0.49313678245433307,129.04776977858353,2572.82188492767,7,weekday
2025-03-04,suite,low,20,10,0,0.5066962893009359,225.52503848431166,2657.6334515291405,7,weekday
2025-03-05,standard,low,80,44,3,0.5891070740446053,83.67691720601096,3751.1361703655557,7,weekday
2025-03-05,deluxe,low,40,22,1,0.5916153013406783,137.24725731385246,2570.422253984866,7,weekday
2025-03-05,suite,low,20,6,0,0.30832982370645223,212.76170349075176,1469.9355846728608,1,weekday
2025-03-06,standard,low,80,47,2,0.6244743250450437,94.98451082353935,3533.757588590086,7,weekday
2025-03-06,deluxe,low,40,17,0,0.4421281084730331,129.35189568172095,2480.479073437152,14,weekday
2025-03-06,suite,low,20,10,0,0.5417703697750953,228.6067944739757,2027.525803028207,30,weekday
2025-03-07,standard,low,80,52,1,0.6723781362758499,88.9937271458547,5593.93369051183,3,weekday
2025-03-07,deluxe,low,40,27,1,0.7024253329031723,135.5809220428968,3962.720006725601,1,weekday
2025-03-07,suite,low,20,7,0,0.3831527078003449,187.05322636079717,1395.8844164347952,1,weekday
2025-03-08,standard,low,80,76,1,0.9713416418774555,104.83435862778646,8113.570431042499,7,weekend
2025-03-08,deluxe,low,40,35,1,0.9178509071199089,153.47543648865488,6781.354812340748,3,weekend
2025-03-08,suite,low,20,10,0,0.5016237993923255,212.59238434403198,1911.1553769782877,7,weekend
2025-03-09,standard,low,80,73,4,0.9712819094689943,105.15663917824013,8152.909920105255,3,weekend
2025-03-09,deluxe,low,40,28,1,0.7379687654807158,147.71772915922855,3790.2204503320145,7,weekend
2025-03-09,suite,low,20,9,0,0.48834109199751913,209.6206038960055,2350.4355187919728,1,weekend
2025-03-10,standard,low,80,78,2,1.0,101.78564703316802,8616.877905716936,1,weekday
2025-03-10,deluxe,low,40,30,0,0.7745206446420192,147.63168434141133,3754.8044261719665,14,weekday
2025-03-10,suite,low,20,8,0,0.4074491544393877,194.31994545161436,1609.0746823647555,14,weekday
2025-03-11,standard,low,80,41,2,0.5485830189978453,87.24266088178976,2927.925443881746,3,weekday
2025-03-11,deluxe,low,40,30,1,0.7790058651511155,154.4860810426663,5009.118789880804,30,weekday
2025-03-11,suite,low,20,8,0,0.407139757304732,199.6516185957372,1893.3585525649873,7,weekday
2025-03-12,standard,low,80,67,3,0.8753557533549821,100.45362864466783,7955.0867811200105,3,weekday
2025-03-12,deluxe,low,40,24,0,0.6235761953880016,140.50695912134893,3295.043955869159,14,weekday
2025-03-12,suite,low,20,10,0,0.5108119943100288,231.9509087336642,1680.6448299672224,3,weekday
2025-03-13,standard,low,80,58,3,0.7650957303701559,92.70031141160791,6052.854758267878,7,weekday
2025-03-13,deluxe,low,40,23,1,0.6174957370600324,138.5218847449401,2866.7225857089793,14,weekday
2025-03-13,suite,low,20,10,0,0.532433099851035,224.59116191139705,2242.839550036289,7,weekday
2025-03-14,standard,low,80,59,4,0.7913838175851711,95.88521617560801,6836.935863954284,7,weekday
2025-03-14,deluxe,low,40,24,1,0.632531543783448,136.3756311010736,3181.2211604330173,1,weekday
2025-03-14,suite,low,20,10,0,0.5097522628196605,227.1139189901192,1951.1349760967355,7,weekday
2025-03-15,standard,low,80,68,4,0.9058364562243126,98.62637841504616,8206.247917102004,7,weekend
2025-03-15,deluxe,low,40,34,0,0.8624947202661244,156.08352936849045,4818.555530016212,1,weekend
2025-03-15,suite,low,20,12,0,0.6009114002532052,238.12662470063293,3367.863737936652,30,weekend
2025-03-16,standard,low,80,78,2,1.0,98.06040812620039,6080.482642443809,14,weekend
2025-03-16,deluxe,low,40,28,2,0.7715352470908993,147.4324316683665,2523.692690830953,14,weekend
2025-03-16,suite,low,20,11,0,0.575200780848371,234.23634713141297,2570.682715255607,3,weekend
2025-03-17,standard,low,80,56,2,0.7348040590757602,91.16137667759675,4390.381961496508,14,weekday
2025-03-17,deluxe,low,40,22,0,0.5641804989337119,129.25486127565466,3471.121472821454,3,weekday
2025-03-17,suite,low,20,9,0,0.48736684395346047,211.6706524647513,2426.827973271924,3,weekday
2025-03-18,standard,low,80,57,2,0.7458199772368566,89.84771327478632,5691.3957990312865,7,weekday
2025-03-18,deluxe,low,40,25,0,0.6395750498043965,143.8766728138472,3231.2639484159076,7,weekday
2025-03-18,suite,low,20,12,0,0.610206917981578,236.0492018154784,2260.211868087103,1,weekday
2025-03-19,standard,low,80,45,2,0.5911496245975915,89.11799859933637,4442.793777866791,3,weekday
2025-03-19,deluxe,low,40,28,0,0.7103174665994716,141.4855943190573,4750.862058562142,1,weekday
2025-03-19,suite,low,20,10,0,0.5255228116910216,216.29031060903327,2463.9273503376567,30,weekday
2025-03-20,standard,low,80,53,3,0.7120776054957134,91.25409417924728,4571.704717016301,7,weekday
2025-03-20,deluxe,low,40,22,0,0.5501805681361358,147.2794306592307,2703.963804496509,7,weekday
2025-03-20,suite,low,20,9,0,0.4863627711961756,215.15493949911703,1887.852421496803,14,weekday
2025-03-21,standard,low,80,55,4,0.7385958054292807,94.10412373527512,6086.763820390636,14,weekday
2025-03-21,deluxe,low,40,26,0,0.6589451873887425,133.96831695460892,3692.0037774128436,3,weekday
2025-03-21,suite,low,20,9,0,0.45016353268109865,216.81874945249362,2449.616101125906,14,weekday
2025-03-22,standard,low,80,73,4,0.9653665074521379,112.74432481442419,9822.600434083772,14,weekend
2025-03-22,deluxe,low,40,33,0,0.84692055508891,155.7011521245758,4482.624297712769,3,weekend
2025-03-22,suite,low,20,11,0,0.5715854174034082,235.92363754587657,3060.977540671406,3,weekend
2025-03-23,standard,low,80,43,3,0.5836594448916668,80.87606010247106,3815.8464536899924,1,weekend
2025-03-23,deluxe,low,40,30,1,0.7854045832719292,154.98851838060614,5854.123610116073,14,weekend
2025-03-23,suite,low,20,12,0,0.620196539600883,219.08372376704554,3126.9056137107727,7,weekend
2025-03-24,standard,low,80,49,2,0.6404971767235191,96.9766616254019,6221.251770358718,7,weekday
2025-03-24,deluxe,low,40,28,1,0.7318744338499099,142.76791309804796,3995.478156927263,14,weekday
2025-03-24,suite,low,20,9,0,0.4672961388507362,210.69758178569717,1571.5342031476455,7,weekday
2025-03-25,standard,low,80,53,1,0.6826079098184281,94.81897864425308,5500.918579333855,3,weekday
2025-03-25,deluxe,low,40,20,0,0.5052005314923254,142.4572431375736,2690.074209162853,7,weekday
2025-03-25,suite,low,20,11,0,0.5682075065481637,230.55313958038082,1863.3477763689032,3,weekday
2025-03-26,standard,low,80,55,4,0.7433674043988483,91.09122506595006,5395.989197564117,14,weekday
2025-03-26,deluxe,low,40,22,0,0.5551017178730765,134.11908711127083,3735.006045161524,1,weekday
2025-03-26,suite,low,20,12,0,0.6140978089161027,230.03285195447657,3077.596759726956,1,weekday
2025-03-27,standard,low,80,70,1,0.8920971539895439,95.30873304447185,5844.117664422544,3,weekday
2025-03-27,deluxe,low,40,22,1,0.586192815006623,139.11091536482178,3050.6311392363336,14,weekday
2025-03-27,suite,low,20,7,0,0.39999162315114184,180.13225139294838,1428.1331017097305,1,weekday
2025-03-28,standard,low,80,56,4,0.7524002001193327,90.98989937725511,3901.1568866864777,7,weekday
2025-03-28,deluxe,low,40,28,0,0.7221137564591391,149.23299956289594,3328.2475459642187,7,weekday
2025-03-28,suite,low,20,10,0,0.5183247782794373,222.02681442761343,1975.6196027233914,3,weekday
2025-03-29,standard,low,80,64,3,0.8429285299568048,98.17583543924891,6936.497199702528,1,weekend
2025-03-29,deluxe,low,40,32,1,0.8251339890253169,152.97477018993314,5215.749297510731,7,weekend
2025-03-29,suite,low,20,14,0,0.7281493777708097,250.34444865017636,3122.0941417332688,7,weekend
2025-03-30,standard,low,80,66,2,0.8548415464282653,102.53189990514947,6277.088949827214,3,weekend
2025-03-30,deluxe,low,40,26,0,0.6742037562404377,141.6911197388031,2820.157114615307,14,weekend
2025-03-30,suite,low,20,14,0,0.7259529843084893,248.96958476157974,3262.6590319189136,7,weekend
2025-03-31,standard,low,80,65,2,0.8403891486874434,100.01559487529809,5849.471592162829,7,weekday
2025-03-31,deluxe,low,40,29,2,0.7993857648415875,160.37240208478906,4988.958943771846,7,weekday
2025-03-31,suite,low,20,8,0,0.4130967243733878,204.84623896411523,1539.5468682424003,30,weekday
2025-04-01,standard,mid,80,78,2,1.0,105.69439626237384,8274.113280419868,14,weekday
2025-04-01,deluxe,mid,40,37,3,1.0,162.0944420670453,6382.809766232201,7,weekday
2025-04-01,suite,mid,20,12,0,0.6413851884859528,249.5058748326243,3254.389885527886,7,weekday
2025-04-02,standard,mid,80,78,2,1.0,104.67384390507846,9778.20041022786,14,weekday
2025-04-02,deluxe,mid,40,39,1,1.0,176.4092106473388,8218.44965265679,3,weekday
2025-04-02,suite,mid,20,18,1,0.9917462774944054,282.2822555383949,4801.500939336403,14,weekday
2025-04-03,standard,mid,80,76,4,1.0,100.310359262006,8765.193847184191,7,weekday
2025-04-03,deluxe,mid,40,38,2,1.0,161.3362413574613,7222.986823874596,1,weekday
2025-04-03,suite,mid,20,12,0,0.6463164737887233,241.5265307547127,3277.112913376002,14,weekday
